Age,GS,G,STL,BLK,PF,Two_Pt_Pct,Three_Pt_Pct,FT_PCt,TS_PCt,Three_Pt_Att,FTr,Assist_Pct,Steal_Pct,Block_Pct,Turnover_Pct,Usage_Pct,ORtg,DRtg,Rising_Star
23.5,57.25,66.25,1.1,1.1,3,0.55,0.38,0.79,0.57,0.17,0.2,21.9,1.7,3.1,13,28,115,105,1
20,32.33333333,59,0.4,0.4,2.1,0.49,0.39,0.75,0.53,0.17,0.35,3.7,1.2,2.7,17.1,17.3,106,110,0
23.5,2,42,0.4,0.1,1.3,0.42,0.29,0.71,0.44,0.25,0.25,19.9,1.8,0.4,18.7,24.7,88,112,0
23,20,65,0.7,0.2,1.7,0.52,0.4,0.82,0.55,0.5,0.31,11.8,2.1,1.2,14.4,21.1,109,109,0
24,4,75.66666667,0.9,0.1,1.9,0.45,0.36,0.78,0.5,0.35,0.19,17.9,2,0.4,19.3,21.8,96,108,0
26,0,20,0.1,1.3,2,0.51,0.3,0.5,0.52,0,0.34,5.3,0.3,12,24.4,12.9,96,101,0
22.5,49.5,76.5,1.2,0.4,2.1,0.49,0.38,0.81,0.55,0.35,0.22,12.2,2,1.1,11.9,21.8,110,112,0
21,43.33333333,68,1.4,0.7,2.5,0.6,0.38,0.69,0.6,0.57,0.18,7.5,2.2,2.1,11.7,15.5,113,109,0
23.5,0,18.5,0.1,0.2,0.8,0.67,0.3,1,0.73,0,0.85,11.1,1.6,3.3,35.9,13.3,125,103,0
25,1.333333333,14.66666667,0.3,0.3,1.5,0.6,0.36,0.91,0.58,1,0.25,6,1.1,1.7,15.7,14.1,120,118,0
24,5,44,0.2,0.3,1.3,0.46,0.27,0.91,0.49,0.28,0.17,4,1,2.4,13.7,22.8,95,109,0
25,0,1,0,0,0,0.5,0.5,0.75,0.58,0.33,0,14.4,0,0,14.3,14.9,112,109,0
28,0,4,0.5,0,1.5,0.56,0.33,0.75,0.52,0.57,0,14.5,1.3,0,12.5,14.4,108,114,0
21.5,7,47.5,0.7,0.5,1.5,0.47,0.39,0.79,0.55,0.53,0.31,8.1,1.8,2.7,13.9,18.8,110,113,0
22,31,71,0.8,0.3,1.8,0.48,0.37,0.69,0.53,0.45,0.26,8.4,1.6,1.2,12.2,19.4,106,110,0
24.33333333,0.333333333,34.33333333,0.4,0.4,1.3,0.42,0.38,0.75,0.52,0.52,0.24,12.5,1.5,2.4,13,17.8,106,110,0
21,0,19,0.2,0.1,0.9,0.48,0.2,0.8,0.46,0.42,0.28,7,1.4,0.7,14.8,15,96,107,0
23,0,7,0,0.1,0.7,0.33,0.3,0.75,0.4,0,0.33,0,0,2.3,17.9,23.4,88,107,0
25.66666667,0.666666667,12.33333333,1,0,1.9,0.75,0.3,0.75,0.58,0.33,0.71,9.3,2.8,0,14.1,26.7,113,109,0
21,28.66666667,62,1.4,0.4,2.2,0.54,0.37,0.75,0.56,0.37,0.2,7.9,2.2,1.7,12.7,16.2,112,107,0
22.5,27,55.5,0.5,0.3,2.1,0.45,0.3,0.86,0.47,0.61,0.16,5.1,1.6,1.5,8.6,20.4,93,108,0
27.5,63,80,1.4,0.3,2.5,0.5,0.39,0.78,0.54,0.31,0.33,8.6,2.2,0.7,12.7,14.2,113,109,0
21,57,58,0.9,0.8,2.7,0.51,0.37,0.65,0.55,0.39,0.23,11.3,1.5,2.3,12.5,18.6,105,112,0
22,0,9.666666667,0.3,0.2,1.3,0.5,0.3,0.75,0.5,0.38,0.12,17.5,1.9,2,33.3,42.9,112,111,0
36,16,70.33333333,1.2,0,2,0.55,0.46,0.92,0.64,0.73,0.18,27.5,3.4,0.1,27.1,11.7,127,110,0
22,0,3,0.3,0,0.3,0.4,0,1,0.48,0.17,0.5,14.5,2.6,0,29.1,23.3,86,108,0
23.5,43.75,67.25,1,0.9,3,0.61,0.37,0.8,0.63,0.32,0.32,17,1.8,4.5,13.1,28.5,120,107,1
24,2,51.66666667,0.3,0.3,1.5,0.51,0.52,1,0.65,0.54,0.13,12.7,0.9,1.2,18.3,18.7,117,113,0
23,0,5,0,0,0.8,0,0,0.75,0,0.71,0,0,0,0,30,10.2,8,115,0
25,36.66666667,51,1.4,0.5,3.3,0.47,0.38,0.83,0.55,0.61,0.22,24.2,2.6,2.2,17.5,16.1,116,108,0
26,1,4,0.3,0,1.5,0.38,0,0.75,0.25,0.33,0,0,1.8,0,7.7,20.6,61,106,0
26,0,7,0,0.1,0.1,0,0,0.75,0.22,0.4,0.8,14.2,0,4.4,12.9,19.5,64,109,0
22,10.33333333,52.33333333,0.8,0.2,1.3,0.53,0.33,0.87,0.54,0.5,0.24,10.6,2.8,1.1,19.6,12.8,107,110,0
22,16,62.33333333,0.4,0.7,1.9,0.56,0.39,0.76,0.57,0.21,0.16,7.6,1,3,9.8,17.9,118,110,0
22,1,30,0.6,0.1,1,0.53,0.5,1,0.6,0.43,0.29,27.1,2,0.3,16,38.9,110,114,0
32,74.25,74.25,0.6,2,2.5,0.54,0.46,0.82,0.59,0.07,0.43,21.7,0.9,4.7,12.8,24.7,123,103,1
23.77777778,70.55555556,75.22222222,2.2,0.6,2.9,0.54,0.4,0.9,0.59,0.47,0.36,20.3,2.9,1.5,15.2,30.4,116,108,1
29.5,73.5,74.25,1.8,1.7,2.9,0.51,0.36,0.77,0.57,0.25,0.42,17.9,2.8,4.1,13.3,25.7,109,104,1
33,70.66666667,70.66666667,1.2,0.6,2.9,0.55,0.41,0.86,0.62,0.31,0.5,24.3,1.8,1.4,14.2,28.1,116,105,1
25,0,5,0.2,0.2,0.2,0,0,0.5,0.06,0.5,0.25,23.9,1.9,3.9,0,14.8,46,110,0
22.5,15,49,0.4,0.4,1.8,0.45,0.34,0.78,0.5,0.47,0.18,8,1.2,1.6,14.9,15.2,96,112,0
31.5,14.5,56.5,0.4,0.2,2.5,0.55,0.33,0.76,0.55,0.58,0.42,9.8,1,1.1,14.5,18.6,103,107,0
22,7,47.66666667,0.4,0.3,1.2,0.51,0.36,0.67,0.54,0.34,0.23,5.5,1.4,2,12.4,19.6,110,108,0
23,0,24,0.4,0,1.1,0.34,0.28,0.73,0.43,0.44,0.26,21,2,0.4,22.1,15.6,88,112,0
23,3.666666667,49.33333333,0.9,0.2,1.3,0.44,0.26,0.67,0.45,0.42,0.32,40.7,3.1,1.1,27,18.7,97,107,0
25,1,8,0.3,0,0.6,0.36,0.27,0.86,0.42,0.28,0.18,38,1.2,0,6.7,25.3,99,112,0
26,0,20,0.2,0.5,1,0.39,0.3,0.54,0.45,0,0.73,3.6,1.7,5.7,18.7,20.3,92,107,0
23,7.333333333,53.33333333,0.4,0.5,2.2,0.56,0.5,0.82,0.63,0.18,0.51,8.7,2,3.5,15.6,15.5,120,109,0
21,5.333333333,23,0.7,0.6,1.3,0.4,0.32,0.73,0.46,0.47,0.29,16.8,3,3.3,14.6,23.1,90,110,0
23,5,63,0.6,0.2,1.6,0.52,0.4,0.79,0.57,0.51,0.25,7.6,1.5,1.1,11.2,13.9,114,108,0
24,9.333333333,40.33333333,0.4,0,1.8,0.55,0.44,0.88,0.59,0.46,0.1,22.8,1.1,0.2,16,20.2,115,114,0
23,0,3,0,0,0,0,0,0.75,0,0.33,0,7.7,0,0,0,8.7,21,121,0
23,0.333333333,14.66666667,0.6,0.1,1.4,0.67,0.3,1,0.48,1,0.1,10.3,3.3,1,9.8,22.5,94,113,0
19,55,56,1,0.3,2.2,0.43,0.32,0.61,0.48,0.27,0.35,12.8,1.6,0.9,12.9,24,95,114,0
24.5,60,60,2.3,0.2,2.5,0.54,0.24,0.65,0.54,0.11,0.32,52.5,3.3,0.5,24.3,21.7,111,103,1
24.5,0,15,0.1,0.2,1.3,1,0.3,0.75,1,0,0.67,2.5,0.7,2.4,12.5,14.7,204,112,0
23,1,82,0.7,0.1,1.7,0.47,0.07,0.72,0.51,0.03,0.42,23.3,1.6,0.2,17.2,19.9,101,113,0
20,2.666666667,46.33333333,0.5,0.2,1,0.47,0.38,0.8,0.55,0.66,0.11,8.7,2.1,1.9,9.3,17.2,107,113,0
24,17.66666667,54,0.8,0.1,1.5,0.52,0.4,0.89,0.55,0.39,0.23,23,3.2,1.2,19.5,18.3,105,108,0
21,1,10,0.1,0,0.7,0.37,0.25,0.67,0.42,0.31,0.31,15.2,0.4,0,15.3,19,93,117,0
35,80,80,1,0.2,1.8,0.52,0.44,0.88,0.62,0.39,0.22,12.7,1.4,0.4,9.8,19.8,116,104,1
23,15.33333333,51.33333333,0.7,0.2,1.5,0.48,0.37,0.8,0.5,0.29,0.18,21.3,1.6,1.2,14.4,18.2,102,112,0
21,3,14,0.6,0.6,1.6,0.57,0,0.33,0.52,0.06,0.26,5.1,2.9,4.5,14.7,17.8,99,108,0
22,0,14,0.1,0,0.5,0.62,0,0.6,0.45,0.32,0.26,3.5,0.6,0,12.4,13.6,88,112,0
23,0.666666667,38.66666667,0.3,0.1,0.8,0.47,0.42,0.93,0.58,0.66,0.15,9.2,1.5,0.9,9.8,15.4,125,108,0
26,0,3,0,0,0,0.5,0.5,0.75,0.75,1,0,0,0,0,0,12.7,143,116,0
22,12,65,1.1,0.2,1.8,0.57,0.34,0.89,0.53,0.39,0.19,23.1,2.6,1,17.3,22.6,108,106,0
24,10.66666667,45.66666667,1,0.3,2,0.56,0.42,0.84,0.59,0.42,0.23,14.7,1.4,0.5,10.8,18.9,118,114,0
23,6.666666667,52,0.7,1,2.4,0.62,0.35,0.7,0.61,0.2,0.33,12.3,1.7,4.3,11.2,18.6,121,109,0
21.5,0,14,0.4,0.1,1.2,0.33,0.38,1,0.51,0.47,0.24,13,1.6,0.3,19.7,28.6,99,113,0
22,53.33333333,60,2.4,0.2,2.7,0.39,0.34,0.8,0.49,0.24,0.51,38.8,4.2,0.4,22.2,21.2,106,104,0
24.5,4.5,49,0.4,0.2,1.9,0.52,0.36,0.94,0.54,0.5,0.17,5.6,1.2,1,8.9,12.6,110,113,0
24,32.66666667,48,1.6,0.6,3.5,0.67,0.37,0.82,0.57,0.79,0.29,9.8,2.9,1.6,15.3,21.8,112,106,0
24,11.33333333,54.66666667,0.4,0.7,2.1,0.48,0.3,0.68,0.51,0,0.31,7.4,1.3,3.6,15.9,15.5,105,110,0
21.5,1.5,27.5,0.9,1.3,1.7,0.71,0.3,0.6,0.7,0,0.4,9.5,3,12.5,21.5,12.3,132,100,0
21.5,43.5,59,0.3,1,2.3,0.59,0.3,0.74,0.62,0,0.43,1.3,0.9,3.8,10.7,20.4,123,110,0
20.5,25,51,0.7,0.4,2.3,0.54,0.39,0.78,0.55,0.49,0.21,9.4,1.6,1.5,19.3,18.4,102,109,0
23,51.66666667,62.66666667,0.9,0.2,2.6,0.47,0.37,0.86,0.54,0.46,0.21,14.4,1.5,0.9,10.5,22.9,109,107,0
26,37.33333333,54,0.6,0.2,1.8,0.55,0.43,0.72,0.6,0.49,0.16,10.3,1.3,0.9,11.5,15.4,124,111,0
23,2,16,0.2,0.2,1.6,0.4,0.25,0.87,0.42,0.49,0.14,8.5,0.5,0.8,8.1,18.7,86,115,0
23,67,73,1.4,0.2,2.8,0.42,0.23,0.83,0.48,0.07,0.32,24.7,2.2,0.4,11.4,26.4,103,112,0
22,18,45.66666667,1.1,0.5,2.7,0.58,0.41,0.84,0.62,0.37,0.17,22.7,2.6,1.9,16.6,26.7,111,107,0
25,0,13,0.1,0,0.5,0.61,0.25,0.82,0.57,0.4,0.37,20,0.5,0,14.7,19.1,110,110,0
20,1,27,0.3,0.2,1.1,0.46,0.22,0.7,0.47,0.36,0.36,2.6,1.3,1.9,10.8,11.9,98,110,0
24,4.666666667,32,0.9,0.2,1.4,0.45,0.33,0.83,0.5,0.65,0.44,17.3,3.3,1.3,20.4,14.8,104,116,0
22,42,58.33333333,1.3,0.7,2.3,0.49,0.29,0.79,0.55,0.12,0.47,14.2,3.2,2.1,15.1,22.2,108,109,0
24.75,73.75,77,0.5,2.2,3.5,0.5,0.5,0.77,0.54,0.01,0.36,13.5,0.9,5.7,15.5,23.6,109,106,1
25,25,71.66666667,0.7,0.4,2.8,0.57,0.39,0.8,0.59,0.66,0.27,12,1.6,1.3,16.2,14.6,119,109,0
22,0,3,0,0,0.7,0,0.3,0.75,0,0,0,0,0,0,0,4.9,0,117,0
24.5,2.5,70,1.1,0.2,1.7,0.45,0.37,0.87,0.54,0.63,0.25,16.9,2.6,0.6,13.4,18.7,108,108,0
23.25,39.75,62.5,0.8,2.3,3.2,0.7,0.3,0.62,0.7,0.01,0.88,8.2,1.6,7.4,23.8,16.1,130,104,1
21,41,41,0.8,0.2,2.2,0.52,0.27,0.83,0.54,0.16,0.24,8.3,1.3,0.5,7.5,18.7,112,117,0
23.5,0,13.5,0.3,0.1,1.1,0.43,0.2,0.92,0.49,0.44,0.59,25.4,3.9,1.4,28.1,30.1,83,106,0
25.72727273,75.27272727,75.27272727,2.1,0.5,3.5,0.52,0.34,0.85,0.55,0.3,0.45,57.3,3,1.1,16.8,41.7,115,109,0
21.5,10,63.5,0.5,0.6,2.1,0.51,0.39,0.87,0.59,0.65,0.22,7.1,1.4,2.1,11.7,24.4,122,103,0
24,12,54.33333333,0.8,0.1,2.1,0.8,0.39,0.87,0.59,0.76,0.24,18.9,2.1,0.3,23,12.5,121,115,0
28.5,0.5,29.5,0.3,0.2,0.9,0.58,0.41,0.88,0.62,0.86,0.15,8.3,1.3,1.9,10.6,16.3,116,114,0
23,19.66666667,49,0.6,0.8,2.5,0.48,0.34,0.83,0.55,0.43,0.36,10.9,1.4,2.5,9.8,17.9,110,112,0
25,0,5,0,0,0.2,0.8,0.3,0.75,0.8,0,0,0,0,0,16.7,16,128,112,0
30,6,56,0.4,1.1,2.1,0.66,0.33,0.59,0.65,0.02,0.59,7.2,1.8,8.2,19.6,14,122,102,0
22,1,51,0.5,0.3,1.1,0.59,0.32,0.75,0.55,0.44,0.22,7.7,8.2,1.2,10.4,15.5,115,111,0
25,16.33333333,64.33333333,0.9,0.3,1.5,0.49,0.34,0.78,0.53,0.13,0.35,6.9,2.4,1.2,14.1,22.1,106,112,0
23,3.666666667,36.33333333,0.4,0.5,2.4,0.46,0.3,0.7,0.52,0.02,0.51,6.3,1.3,2,16.5,22.1,98,112,0
30,0,25,0.2,0.2,0.4,0.53,0.3,0.46,0.53,0,0.65,4.5,2.2,4.3,24.3,13.7,100,100,0
25,0,5,0.3,0,0.5,0.6,1,1,0.78,0.17,0.33,44.2,4.8,0,53.8,31,165,113,0
26,0,1.5,0.5,0,0,0,0.3,0.5,0.27,0.5,2,18.8,7.4,0,34.7,31.1,53,118,0
26,8,35,0.8,0.1,1.7,0.54,0.34,1,0.58,0.65,0.33,14.6,2.1,0.3,13.8,23.8,110,115,0
23,0,20,0.4,1,2.1,0.44,0,0.53,0.45,0.02,0.39,0.7,1.9,6.2,25.9,15.6,79,106,0
19,19,38,0.5,0.2,2.1,0.46,0.29,0.67,0.47,0.42,0.2,3.6,1.3,0.9,12,16.9,90,114,0
24,1,64,0.4,0.1,1.2,0.41,0.19,0.55,0.39,0.28,0.14,18.1,1.4,0.6,15.4,12.2,91,111,0
24,2.666666667,63.33333333,0.3,0.1,1.2,0.57,0.37,0.89,0.56,0.67,0.25,5.1,1,0.6,10.8,14.1,119,112,0
24.5,8.5,34.5,0.4,0.6,2.5,0.56,0.3,0.65,0.59,0,0.55,5.1,1.6,3.1,19.8,14.6,105,108,0
21,36.66666667,73.66666667,0.5,3.7,3.3,0.54,0.5,0.75,0.58,0.01,0.3,2.5,1,9.8,14.2,16.2,119,104,0
21,7.333333333,31.66666667,0.7,0.1,1.4,0.51,0.3,0.93,0.56,0.54,0.38,12.3,2.1,0.5,21.8,14.4,105,114,0
24,3,16,1,0.1,1,0.46,1,0.83,0.6,0.5,0.24,15.6,7.9,0.4,12.7,17.4,114,112,0
22,4.333333333,52.33333333,0.5,0.2,1.3,0.52,0.39,0.76,0.56,0.22,0.37,9.6,1.4,0.6,10.2,25.3,113,115,0
24,4,53,0.8,0.1,1.5,0.43,0.37,0.79,0.53,0.52,0.27,23.1,3.1,0.3,24.3,21.2,102,109,0
20.5,68,72.5,1.2,0.7,2.1,0.51,0.37,0.8,0.57,0.24,0.34,17.8,2.1,1.7,15,23.7,111,112,0
22.5,8,26,0.6,0.4,2.2,0.54,0.45,0.77,0.63,0.51,0.24,17.4,1.5,2.3,13.7,19.6,117,111,0
21,0,4,0,0.3,0.5,0.67,0.5,1,0.77,0.4,0.4,32.1,0,8.8,0,22.9,164,107,0
26,0,2,0,0,0.5,0.33,0.3,0.75,0.33,0,0,0,0,0,25,14.9,64,114,0
22,13,67.33333333,1.2,0.2,2,0.48,0.36,0.78,0.52,0.28,0.21,29.3,2.7,0.6,21,17.7,102,110,0
25,7.666666667,46.33333333,1.2,0.4,1.8,0.54,0.38,0.78,0.56,0.26,0.31,22.2,3.4,3.7,13.5,18.1,116,110,0
24,0,18,0.5,0.5,2.7,0.6,0.37,0.54,0.6,0.17,0.32,10.7,1.9,3.1,9.5,25.4,118,106,0
23.5,0,13.5,0.3,0.1,1,0.56,0.17,0.78,0.55,0.18,0.55,10.9,2.4,2,29.6,23.9,114,103,0
24,3,30,0.3,0.1,0.6,0.51,0.23,0.85,0.52,0.4,0.36,7,1.4,0.6,5.4,14,112,112,0
22,4.666666667,56,0.7,0,1.4,0.52,0.37,0.87,0.54,0.39,0.27,28.8,1.9,0.2,20.4,19,105,109,0
23,0,20,0.1,0,0.1,0.33,0.2,1,0.33,0.4,0.04,19.6,1.6,0,13.6,20.9,73,111,0
22,0,3,0,0.3,0,0.5,0.3,0.75,0.5,0,0,78.5,0,26.3,0,29.4,124,88,0
23.5,9,68.5,0.7,0.3,1.7,0.45,0.38,0.74,0.52,0.31,0.69,7.8,2.1,1.8,23.8,12.1,101,111,0
21,13.66666667,38.33333333,0.5,0.8,2.2,0.56,0.46,0.81,0.59,0.27,0.35,9.1,1.4,3.7,16.3,21.3,110,111,0
22.5,0,13,0.2,0.6,0.8,0.36,0.3,0.88,0.42,0,0.22,4.6,1.8,6,15.9,17.2,95,112,0
23,27,56.33333333,0.8,0.2,2.2,0.59,0.33,0.86,0.55,0.58,0.3,11.9,2.1,1,23.2,15.9,110,105,0
23.5,23.5,64,0.6,0.4,1.8,0.53,0.28,0.77,0.53,0.12,0.18,11.6,1.5,1.4,13.4,20.3,104,116,0
22,6.333333333,35,0.7,0.4,2,0.48,0.38,0.91,0.58,0.39,0.61,34.9,2.2,1.3,15.2,21.1,116,112,0
21,59,72,0.4,1.2,2.8,0.49,0.3,0.69,0.51,0.13,0.16,13.2,0.9,3.2,15.5,19.6,101,109,0
20,19,73,1.4,0.3,2.4,0.44,0.31,0.78,0.48,0.42,0.26,10.8,2.5,1.5,15.5,19.6,97,107,0
27,0,4,0,0,0.8,0,0,0.75,0,0.33,0,8,0,0,40,14.6,13,112,0
25.66666667,67.77777778,68.44444444,2.1,0.4,3.2,0.6,0.46,0.93,0.68,0.6,0.35,39.9,3,0.9,17,32.6,125,112,1
20,0,19,0.1,0.3,0.9,0.32,0.3,0.6,0.35,0,0.16,5.3,0.9,3.7,8.3,14.8,86,108,0
23,4,52.33333333,0.6,0.2,1.5,0.56,0.36,0.88,0.56,0.52,0.16,10.7,2,1.4,13.4,16.7,109,110,0
36,71.5,71.5,0.6,0.1,1.3,0.58,0.43,0.94,0.63,0.3,0.26,53.1,1,0.3,27.1,22.9,121,114,1
21,55.66666667,77,0.5,1.2,3.2,0.61,0.3,0.58,0.62,0.01,0.74,5.5,1.7,3.9,22.5,14.3,123,105,0
24,4,37.66666667,1,0,1,0.55,0.34,0.62,0.52,0.36,0.56,28,3.7,0.3,18.3,24,107,110,0
21.5,13.5,49,0.7,0.1,1.6,0.43,0.4,0.81,0.58,0.7,0.17,12.3,1.6,0.3,12.4,17.1,110,116,0
21,0.666666667,45.33333333,0.3,0.3,0.8,0.6,0.43,0.63,0.57,0.31,0.17,6.9,2,3.2,8.6,18.5,119,112,0
24,23,79.33333333,1.7,0.2,1.7,0.51,0.44,0.81,0.55,0.19,0.18,37.5,3.1,0.6,22.5,17,109,108,0
22,21.33333333,51,1.2,0.6,2.7,0.56,0.4,0.77,0.55,0.16,0.19,7.2,1.8,1.5,10.8,19.9,113,113,0
24,0,6,0,0.3,0.8,0.75,0.3,0.33,0.71,0,0.25,0,0,7.7,18.4,29,98,98,0
24,0,1,0,0,2,1,0,0,0.58,0.33,0.33,0,0,0,0,18.1,108,114,0
25,29.66666667,75,0.6,1.3,3.4,0.5,0.3,0.68,0.52,0.02,0.33,5.9,1.2,4.6,13.9,18.6,109,103,0
19,0,2,0.5,0,0,0.5,0,0.75,0,1,0,44.9,9.5,0,0,8.4,93,94,0
24,18.33333333,56.33333333,0.4,0.7,2.6,0.58,0.5,0.75,0.58,0.01,0.43,5.6,1.4,3.3,15.1,15.7,118,111,0
24,0,3,0.3,0,0.3,0.33,0,1,0.34,0.4,0.4,0,3.2,0,0,16.7,95,111,0
23,46.33333333,65.33333333,1,0.5,2.6,0.5,0.39,0.84,0.58,0.53,0.33,13.9,2.2,2.4,15.7,22.1,106,115,0
23,0,8,0,0.3,0.5,0.5,0,0.5,0.43,0.2,0.4,4.3,0,4.4,7.8,17.6,87,113,0
23,6,35,0.2,0.1,1,0.45,0.25,0.75,0.47,0.22,0.22,17.9,1.4,1.6,19.1,11.2,101,109,0
22,2,64,0.5,0.2,1.6,0.55,0.4,0.87,0.6,0.57,0.13,14.6,1.4,1.1,13.6,18.9,113,106,0
20,41,61.66666667,0.5,0.3,3.1,0.64,0.37,0.9,0.57,0.78,0.12,5,1.6,1.2,12.6,10.6,115,114,0
24.5,0.5,21,0.4,0.2,1.5,0.48,0.21,0.7,0.43,0.47,0.37,12.2,1.5,1.8,35.1,17.1,87,109,0
22,31.66666667,42.66666667,0.7,1.8,2.4,0.58,0.35,0.77,0.58,0.2,0.31,8.6,2.2,5.2,11.4,18.4,119,105,0
22,41.66666667,78.66666667,0.8,0.3,2.3,0.46,0.4,0.84,0.55,0.54,0.13,7.2,1.8,1,10,19.6,107,110,0
23,3,43,0.7,0.2,1.6,0.45,0.35,0.72,0.49,0.23,0.23,22.4,1.9,0.9,21,24.7,96,110,0
22,5.333333333,64.33333333,1,0.2,1.5,0.41,0.38,0.8,0.52,0.5,0.19,17.5,1.9,0.8,14.7,20.4,109,108,0
21,45,67,1.2,0.2,2,0.5,0.35,0.69,0.52,0.17,0.2,7.5,2,0.6,12.5,21.5,102,111,0
25,1,10,0.3,0.1,1,1,0,0.75,0.75,0.25,0.42,13.8,2.9,1.9,20.5,30.2,140,110,0
23.5,0,25.5,0.5,0.1,1.1,0.48,0.26,0.94,0.49,0.63,0.3,22,2.2,0.9,17.9,22.4,94,111,0
21,27,41.66666667,0.4,0.9,2.2,0.69,0.41,0.78,0.67,0.48,0.43,11.9,0.8,3.8,12.1,18.3,130,115,0
22,1.333333333,64.66666667,0.6,0.4,1.9,0.49,0,0.56,0.5,0.01,0.41,7.6,2,1.9,19.3,20.2,102,107,0
22,0,11,0,0,0.3,0.67,0.43,0.5,0.65,0.54,0.15,20.5,0,0,6.7,17.7,130,115,0
20,17,65,0.5,0.8,2.2,0.52,0.38,0.7,0.56,0.57,0.31,6.3,1.5,4.4,11,17.8,114,110,0
27,22,66.66666667,0.8,0.8,2.3,0.62,0.3,0.73,0.65,0.01,0.73,10,2,3,17.1,20.7,118,103,0
26,0,12,0.1,0.2,1.6,0.48,0,1,0.46,0.08,0.08,4,0.6,2.1,23.6,19.1,82,106,0
35.25,74.75,75,0.8,2.7,2.1,0.52,0.29,0.82,0.56,0.01,0.38,17.8,1.4,6.4,12.1,27.8,116,101,1
25,13.33333333,42.33333333,0.9,0.1,2.4,0.45,0.33,0.76,0.5,0.32,0.34,39.4,2.2,0.3,26.2,19.4,106,110,0
22,10.66666667,67.33333333,0.5,0.2,1.8,0.54,0.36,0.89,0.56,0.54,0.22,13.5,1.2,0.7,9.5,23.8,112,114,0
24,0,3,0.3,0,0.3,0.33,0.3,1,0.44,0,0.33,11.8,4.2,0,53.8,27.1,46,104,0
22.5,0,9.5,0.1,0.2,0.4,1,0.39,1,0.52,0.67,0.67,21.1,1.2,3,34,22.8,88,111,0
25,16.66666667,43.33333333,0.3,1,2,0.53,0.3,0.77,0.56,0.02,0.39,4.9,1.4,4.8,20.3,17.4,107,108,0
22,11,57,0.5,0.2,2.2,0.48,0.34,0.85,0.54,0.59,0.34,9.6,1.4,1,15,17.8,101,113,0
20,26.33333333,52.66666667,0.7,0.8,2.3,0.51,0.32,0.82,0.54,0.21,0.34,8.8,1.4,2.6,13.9,22.2,108,107,0
26,29,70,1,0.2,2.2,0.54,0.47,0.82,0.62,0.31,0.3,24.8,1.8,0.8,19,14.1,124,116,0
24,10,58.33333333,1.1,0.1,2.2,0.51,0.39,0.85,0.57,0.51,0.17,19.6,2.3,0.2,15.7,24.4,113,113,0
21,0.666666667,20.66666667,0.7,0.7,2,0.66,1,1,0.68,0.09,0.26,5,2.7,4.4,15.1,23.6,135,107,0
22.5,0,12,0.3,0.1,0.4,0.75,1,0.75,0.6,0.2,1.58,22.6,5.2,3,16.4,22.6,132,109,0
30,64.66666667,64.66666667,1,0.1,1.4,0.53,0.37,0.85,0.59,0.07,0.33,40.4,1.5,0.3,13.1,27.7,116,107,1
23,22.33333333,71,0.4,0.3,1.6,0.49,0.37,0.91,0.55,0.53,0.15,9.1,1.3,1,12.8,14.9,108,109,0
20,10.33333333,45.66666667,1.6,0.3,2.4,0.49,0.26,0.72,0.49,0.33,0.42,34.9,2.7,1.2,22.7,30.5,94,111,0
21.5,0,22.5,0.2,0.1,0.7,0.59,0.5,0.56,0.5,0.21,0.7,14,1.7,0.8,27.6,20.3,86,111,0
28,20.33333333,54.66666667,0.5,0.6,2.3,0.61,0.33,0.7,0.56,0.52,0.26,6.3,1.2,3.4,11.6,12.4,115,112,0
24.5,0,28,0.4,0,0.9,0.44,0.42,1,0.51,0.09,0.4,21.5,2.8,0.2,40.5,24.9,93,109,0
20.66666667,67,67,1.1,0.2,1.7,0.5,0.36,0.86,0.6,0.46,0.45,45.6,1.4,0.5,17.6,34.9,114,117,1
21,0,10,0.2,0.2,0.4,0.36,0.3,0.44,0.39,0,0.64,17,2.4,3.7,10,20.5,98,105,0
25.5,0.5,34,0.3,0.3,1.8,0.41,0.37,1,0.5,0.65,0.12,9.9,1.2,1.8,13.7,17.5,98,112,0
22,0,10,0.5,0.2,1.1,0.5,0.18,1,0.44,0.49,0.17,18.8,2.7,2.1,21,22.9,83,106,0
24,8,41.66666667,0.5,0.2,1.9,0.45,0.6,0.82,0.61,0.67,0.38,7.8,1.6,0.8,9.9,12.8,122,112,0
20,0,3,0,0,0,0.5,1,0.75,0.83,0.33,0,59,0,0,0,20.9,179,110,0
24,20,54.33333333,1,0.9,2.8,0.55,0.5,0.67,0.58,0.02,0.4,7.4,2,3,13.2,15.6,118,109,0
22,37,70,0.9,0.2,2.1,0.46,0.34,0.9,0.51,0.4,0.14,29.4,1.5,0.5,12.2,25.3,102,115,0
25,0,2,0.5,0,0,1,0.3,0.75,1,0,0,0,10.3,0,0,8.8,200,91,0
26.5,0,9.5,0.1,0.1,1.5,0.57,0.33,1,0.65,0.09,0.36,17.4,0.9,0.8,23.6,20.2,108,117,0
21,13,74.66666667,0.4,0.5,1.5,0.56,0.38,0.72,0.59,0.47,0.26,10.1,1.2,2,12.1,21.7,116,110,0
27,0,1,0,0,0,0.5,0.3,0.75,0.53,0,0,0,0,0,0,0,105,117,0
21,0,24,0.1,0.1,0.4,0.42,0.31,0.71,0.45,0.21,0.12,4.5,1.4,2.1,8.6,27.2,90,105,0
