Age,GS,G,STL,BLK,PF,Two_Pt_Pct,Three_Pt_Pct,FT_PCt,TS_PCt,Three_Pt_Att,FTr,Assist_Pct,Steal_Pct,Block_Pct,Turnover_Pct,Usage_Pct,ORtg,DRtg,Rising_Star
22.5,7,48,0.7,0.1,2.4,0.6,0.43,0.8,0.65,0.65,0.21,8.3,1.5,0.6,12.7,16.6,122,113,0
23,27,75,0.8,0.4,2.4,0.51,0.4,0.72,0.57,0.58,0.2,8.4,1.6,1.2,12.9,16.2,110,113,0
23,0.333333333,39.66666667,0.3,0.2,1,0.5,0.36,1,0.54,0.55,0.17,15.3,2.4,1.7,16.7,22.4,102,111,0
23.5,0,41,0.3,0.3,1.9,0.64,0.3,0.77,0.67,0.02,0.86,2.5,1.5,3.5,16.5,25.2,121,103,0
21,0,9,0,0.1,0.3,0.39,0.11,0.8,0.35,0.41,0.23,10.6,0,1.8,7.6,21,82,119,0
19.5,0,7,0.1,0.3,0.1,0.44,0.3,0.83,0.56,0,0.67,19.4,1.7,14.8,25,29.1,114,104,0
22,46,59.33333333,1.7,0.2,2.9,0.44,0.4,0.8,0.52,0.47,0.2,15.6,3.1,0.6,16,18.2,108,108,0
19.5,20.5,40,0.6,0.4,2.3,0.57,0.4,0.81,0.63,0.3,0.46,14.9,3.5,2.7,16.2,15.7,121,116,0
21,1,5,0.2,0,1.4,0.3,0.27,0.75,0.36,0.52,0,0,0.8,0,0,15.2,87,117,0
22,0,39,0.3,0.1,1.7,0.42,0.32,0.58,0.46,0.25,0.19,21,1,0.3,17.2,14.1,96,111,0
23,20,48.66666667,0.7,0.2,1.8,0.42,0.37,0.83,0.53,0.67,0.33,18.7,1.6,1.2,17.4,21.6,103,113,0
20.5,1,25.5,0.4,0.5,2,0.71,0.33,0.79,0.67,0.15,0.42,9.8,1.6,4.6,21.6,14.8,128,109,0
23.5,0,10.5,0.3,1,2.5,0.5,0.3,0.8,0.59,0.13,0.63,9.5,1.5,7.9,16.7,17.4,123,113,0
21,0,3,0,0,0.3,0,0.3,0.75,0,0,0,0,0,0,50,8,0,113,0
22.5,4.5,35.5,0.5,0.3,1.7,0.46,0.25,0.7,0.49,0.29,0.36,27,1.4,1.6,15.7,20.1,101,114,0
24.4,61.6,74.8,1.3,0.2,2.6,0.53,0.38,0.91,0.63,0.44,0.44,32.7,1.9,0.4,14.3,34,122,115,1
21.5,13,44.5,0.6,0.5,2.4,0.49,0.39,0.81,0.53,0.29,0.22,19.6,2.2,1.7,20.3,28.5,91,113,0
23,2.333333333,40.33333333,0.6,0.2,0.9,0.39,0.33,0.7,0.42,0.17,0.18,29.2,3.4,1.3,21.5,19.6,96,109,0
27.5,2.5,62.5,0.8,0.3,2.1,0.54,0.33,0.72,0.56,0.04,0.37,7.4,2.8,1.5,17.8,21.7,102,101,0
20.5,9,42.5,0.3,0.4,1.8,0.57,0.3,0.81,0.6,0.07,0.33,12,1.2,2.4,17.3,17.7,117,110,0
20,16,46.66666667,0.4,0.9,2.3,0.56,0.3,0.8,0.6,0.01,0.42,9.1,1.1,4.4,15.3,20.3,116,110,0
21.5,69.5,80.5,0.6,0.7,2.7,0.56,0,0.68,0.58,0.01,0.39,7.5,1.1,1.8,13.6,25.5,109,109,0
23,0,2,0.5,0,0.5,0,0.3,0.75,0,0,0,0,8.8,0,0,7.7,0,89,0
23.5,0,1.5,0,0,0,0.6,0.3,0.75,0.53,0.44,0,18,0,0,0,22.8,105,123,0
24,1,32,0.3,0.1,0.9,0.56,0,0.57,0.49,0.17,0.38,8.2,1.9,0.6,19.5,16.7,93,107,0
20,59,59,0.9,0.3,1.5,0.52,0.37,0.77,0.57,0.17,0.33,34.6,1.4,0.7,17.2,26,110,113,0
22,0,36,0.1,0.4,0.7,0.45,0.3,0.67,0.46,0,0.07,3.6,0.9,3.6,10.1,22.4,88,99,0
22.33333333,26,56.33333333,0.5,1,2.2,0.55,0.5,0.67,0.59,0.37,0.39,12,1.7,6.1,16.4,17.9,117,110,0
25,30.33333333,59.66666667,0.6,0.4,3.2,0.66,0.38,0.8,0.6,0.29,0.33,7.7,1.6,2.4,21.4,19.8,117,107,0
22.5,47,69.5,0.5,2.4,2.9,0.55,0,0.64,0.57,0.01,0.38,2.8,1,8,12.6,19.1,111,106,0
23,1,13,0.2,0.1,0.5,0.63,0.43,0.46,0.62,0.27,0.5,10.5,1.3,0.7,20.1,15.4,107,106,0
22,5,19,0.6,0.1,1.7,0.44,0.37,0.75,0.55,0.37,0.5,11,1.1,0.3,13.4,18.8,104,115,0
20,49,50.66666667,1.2,0.4,2.2,0.53,0.37,0.77,0.56,0.22,0.27,14.3,2.1,1.1,13.9,26.5,110,111,0
24.5,0,11.5,0.4,0.2,1.9,0.48,0.3,0.74,0.57,0,0.96,10.5,3.7,2.8,8.8,19.8,126,113,0
21.5,1,29.5,0.4,0.4,1.4,0.37,0.33,0.86,0.44,0.29,0.22,13.7,1.3,2.6,17.1,17.5,86,116,0
28,0,3,0,0,0,1,0,0.75,0.5,0.5,0,0,0,0,33.3,21.3,60,114,0
23,0,5,0.2,0,0.8,0,0.5,0.5,0.41,0.5,0.5,8,1.5,0,0,6.4,119,108,0
23,13.66666667,79.33333333,0.9,0.3,1.7,0.55,0.33,0.77,0.55,0.52,0.26,10,2.4,1.4,11.3,17.5,110,108,0
21,27,43.66666667,0.4,1.2,2.6,0.57,0.3,0.72,0.58,0.03,0.34,9,0.9,3.9,14.4,27.3,107,110,0
23,11.66666667,47,0.4,0.4,1.6,0.65,0.33,0.77,0.59,0.57,0.19,9.4,1.9,2,10.2,19,118,113,0
22,9.333333333,71,0.5,1.2,2.6,0.66,0.5,0.59,0.66,0.01,0.5,10,1.4,5.2,17.2,14.8,133,108,0
22.5,27,65,0.5,0.1,1.7,0.52,0.36,0.81,0.55,0.32,0.21,26.9,1.1,0.3,13.6,20.4,114,114,0
24.5,0,16,0.6,0.1,1.7,0.47,0.39,0.7,0.55,0.45,0.44,4.8,2.1,0.8,9.8,20.9,111,117,0
19,0,4,0,0,0.5,0.67,0,1,0.46,0.4,0.2,11.1,0,0,8.4,19.4,94,120,0
22,0,16,0.5,0.2,2.3,0.52,0.38,0.82,0.57,0.34,0.24,6.8,1.4,0.9,12.4,13.3,112,113,0
22.5,0,12,0.2,0.3,1.3,0.5,0.5,1,0.75,1,0.05,32.8,1.3,6,60,16.6,85,110,0
20,54.66666667,79.33333333,1,0.4,2.1,0.5,0.38,0.91,0.58,0.47,0.24,22.4,1.5,1.1,12.8,24.9,112,114,0
29,2,61,0.6,0.5,1.1,0.56,0.32,0.8,0.56,0.41,0.18,6.9,1.7,2.2,7.9,12.8,114,103,0
24,0,3,0,0,0.7,0.58,0.3,0.6,0.6,0,0.42,0,0,0,6.6,25.6,119,113,0
25,1,15,0.1,0.2,0.7,0.46,0.28,0.58,0.46,0.37,0.15,9.3,0.4,0.9,8.7,14.5,94,114,0
22,2,38.66666667,0.4,0.2,0.9,0.47,0.39,0.86,0.54,0.57,0.3,15.8,1.9,1.5,15.3,18,107,110,0
25,12,49.33333333,0.7,0.3,2.6,0.52,0.45,0.84,0.62,0.51,0.38,10.1,2.4,1.4,13.8,19.8,116,110,0
25,55.72727273,75.09090909,2,0.9,3.4,0.58,0.39,0.88,0.66,0.56,0.59,50.7,2.7,2,19.5,40.5,125,109,1
23,25.33333333,55,1.1,1.4,2.9,0.49,0.33,0.73,0.53,0.22,0.33,16.4,2.4,4.4,20.5,20.2,97,108,0
23,1,36,0.3,0.6,1.4,0.55,0.5,0.56,0.56,0.07,0.58,9.2,1.9,5,13.2,20.1,113,104,0
25.5,0,14,0.5,0.2,0.8,0.44,0.32,1,0.5,0.74,0.2,9.5,1.8,1,12.3,15.3,110,119,0
23,0,4,0.3,0.5,0.8,0.22,0.5,0.5,0.44,0.4,0.13,0,1.7,5.6,5.9,25.6,83,102,0
24,0,10,0.1,0,1,0.4,0.21,0.75,0.33,0.79,0,4.5,0.4,0,14.3,10.1,81,114,0
30,16,57,0.2,0.1,0.8,0.48,0.34,0.58,0.5,0.35,0.16,10.3,1.6,0.8,12,15.2,100,108,0
20,0,29.66666667,0.3,0.1,0.7,0.57,0.34,0.67,0.55,0.72,0.28,6,2.3,0.7,11.7,15.8,108,109,0
24,0,1,0,0,0,0.5,0.3,0.75,0.53,0,0,0,0,0,0,19.1,105,108,0
27,10,15,0.3,0.5,2.3,0.61,0.43,0.5,0.63,0.78,0.05,5.2,0.9,2.4,8.8,14.3,118,112,0
22,8.333333333,54,1,0.6,2.7,0.54,0.3,0.53,0.54,0.01,0.34,7.3,3.4,3.5,19.7,13.2,104,105,0
22,0,13.33333333,0.2,0,1.2,0.4,0.67,1,0.54,0.39,0.76,16.4,2,0,15.3,29.6,108,110,0
24,1,82,1,0.2,2,0.46,0.46,0.75,0.61,0.54,0.28,7.9,2,0.6,11,13.7,124,111,0
22,0,3,0,0,0,0.5,0,0.75,0.25,0.5,0,0,0,0,0,21.3,54,120,0
21,32.66666667,59,0.8,0.7,3.4,0.5,0.28,0.78,0.53,0.26,0.28,14.2,1.4,2.1,10.7,24.1,113,107,0
23,0,14,0.2,0.1,1.1,0.36,0.24,0.5,0.37,0.44,0.15,14.4,1.3,1.5,19.4,19.6,74,117,0
25,0,11.33333333,0.3,0,0.2,0.67,0.32,1,0.52,1,0.47,5,5.6,0.6,4.2,20.7,112,117,0
22,13,47.33333333,0.5,0.7,2.9,0.47,0.36,0.8,0.53,0.2,0.53,7,1.6,2.8,13.9,19.2,110,111,0
19.5,55,56,0.9,1.6,4.1,0.55,0.4,0.77,0.59,0.49,0.33,7.5,1.7,5.1,12.7,23.9,109,110,0
22,0.666666667,9.333333333,0.5,0.3,1.5,1,0.3,0.54,0.8,0,2,40.1,7,3.3,12.4,20.5,183,103,0
25,4,27,0.3,0.3,0.7,0.55,0.26,0.77,0.51,0.37,0.12,4.2,0.8,1.6,9,12.2,108,118,0
19.5,0,14,0.4,0.1,0.5,0.71,0,1,0.68,0.13,0.53,5.9,4.3,2,44.1,19.4,90,107,0
23,0,5,0,0.4,0.4,0.5,0.3,0.75,0.53,0,0,9.2,0,12.8,100,6.8,27,97,0
20,56.33333333,72,0.6,1.5,2.3,0.65,0.33,0.78,0.66,0.08,0.57,7.9,1.1,4.6,15.1,16.3,130,108,0
20,35,63,0.9,0.6,2,0.47,0.3,0.46,0.47,0.39,0.21,10.8,1.8,2.1,11.5,19.2,94,113,0
24.5,0,6.5,0.3,0.4,0.9,0.45,0.33,1,0.49,0.57,0.29,12.8,3.3,3.1,6.8,23.4,107,112,0
24.5,0,18.5,0.4,1.2,2.6,0.6,0.3,0.52,0.6,0,0.87,7.2,1.4,6.8,40.7,12.1,118,107,0
36,80,80,1.8,0.4,1.8,0.42,0.43,0.81,0.58,0.62,0.15,36.4,2.6,0.9,21.4,14.5,115,105,1
23.5,4,66.5,0.4,0.5,2,0.45,0.35,0.84,0.49,0.17,0.24,7.5,1.7,3.4,15.4,16.9,101,109,0
23.5,48.5,75,0.5,1,3.7,0.51,0.1,0.72,0.53,0.01,0.38,8.3,0.9,2.3,13.7,19.6,106,109,0
26,1,44,0.5,0.2,0.8,0.57,0.26,0.64,0.56,0.24,0.37,7.6,2.7,1.6,13.7,13.6,110,105,0
26.5,3.5,40,0.3,0.1,1.4,0.45,0.32,0.75,0.5,0.45,0.22,9,1.2,0.6,10.9,17.1,104,114,0
21.5,2,28,0.8,0.1,2,0.37,0.28,0.78,0.42,0.21,0.19,19.7,2.3,0.6,30,17.7,90,114,0
19,12,56,0.4,0.9,2.5,0.67,0.25,0.63,0.68,0.02,0.74,7.5,1.1,4.6,11.6,15.1,131,110,0
22,1,34,0.4,0.1,1.3,0.36,0.34,0.78,0.47,0.67,0.08,19.8,1.5,1,19.7,13.5,99,115,0
21,38.33333333,74,1,0.4,2.6,0.53,0.4,0.69,0.56,0.38,0.29,8.5,1.7,1.5,12.5,22.1,105,110,0
20,0,13,0.4,0,0.9,0.52,0,0.62,0.5,0.09,0.41,5.4,2.3,0,9.6,17.2,113,112,0
22.5,0,5,0.5,0.2,0.3,0.5,0.33,0.75,0.46,0.31,0.2,18.1,3.2,0.9,15.8,17.2,100,113,0
20,0,15,0.2,0.1,0.7,0.59,0.12,0.94,0.47,0.49,0.32,17.8,0.9,0.6,4.7,17.3,109,117,0
20.25,69.25,69.25,1.4,0.9,2.1,0.49,0.43,0.86,0.59,0.38,0.31,14,2,2.4,10.7,28.6,111,107,1
25,1.666666667,27.66666667,0.3,0.5,1.6,0.44,0.3,0.65,0.49,0.01,0.75,8.3,1.3,3.1,13.1,16.8,106,110,0
23.66666667,1.666666667,32,0.2,0.4,1.9,0.66,0.5,0.91,0.71,0.03,0.31,7.2,1.5,3.2,14.5,19.7,130,105,0
24,0,4,0,0.3,1.3,0.33,0.3,0.75,0.33,0,0,0,0,2.1,25,9.7,58,108,0
23,82,82,1.3,0.9,2.7,0.5,0.33,0.74,0.53,0.29,0.21,7.2,1.8,1.8,10.4,19.2,106,105,0
23,37,70,1.7,0.6,2.2,0.51,0.38,0.86,0.57,0.23,0.36,37.9,2.9,2,16.7,25.3,111,106,1
24,4.666666667,48.66666667,0.4,1,1.5,0.54,0.3,0.73,0.59,0.01,0.78,6.4,1.7,6.8,13,17.3,122,108,0
24,16.66666667,44,0.6,0.2,2.4,0.49,0.34,0.73,0.53,0.39,0.36,8.2,1.6,0.8,12.6,19.4,107,114,0
23,2,6,1.2,0.8,1.7,0.44,0.2,0.5,0.4,0.3,0.06,11.4,2.3,2.9,12.9,11.3,102,105,0
21,22.33333333,74,0.7,1.6,2.8,0.51,0.37,0.66,0.56,0.44,0.55,10.4,1.5,4.7,16.3,18,111,108,0
27,0,6,0.5,0.2,0.8,0.22,0.5,1,0.38,0.18,0.18,7.8,4.2,2.1,29.6,20.6,61,102,0
23,0,3,0.3,0.3,0,0.25,0,0.75,0.2,0.2,0,16.5,3,5.2,0,13.1,66,104,0
24,1,38.33333333,0.3,0.8,1,0.67,0,0.7,0.68,0.02,0.75,9.1,2,8.8,12.6,14.9,131,109,0
21,2.666666667,49.33333333,0.7,0.3,1.8,0.48,0.36,1,0.54,0.44,0.22,11.8,1.8,1.4,9,24.8,110,108,0
23,35.66666667,48.66666667,1.6,0.4,2.5,0.48,0.34,0.8,0.55,0.29,0.48,41,5.9,2.4,21.4,28.1,106,107,0
28,5.333333333,28.66666667,0.3,0.1,2.7,0.53,0.43,0.68,0.56,0.32,0.25,33.2,1.9,0.2,22.1,25.7,103,119,0
21,7.666666667,34.66666667,0.4,0.5,2,0.52,0.3,0.67,0.53,0.01,0.41,4.5,1.5,4.5,18.4,21.8,101,108,0
24,20,71,0.9,0.1,1.8,0.47,0.37,0.89,0.56,0.45,0.37,30.1,2.3,0.6,16.3,19,114,112,0
23.5,6,32.5,0.4,0.1,1.1,0.53,0.31,0.75,0.54,0.23,0.39,11.1,1.7,0.7,18.1,23.1,97,111,0
24,1,9,1.2,0.2,2.1,0.45,0.13,0.78,0.53,0.17,0.75,16.2,3.3,0.9,23.9,22,91,103,0
26.5,0,32.5,0.2,0.3,1.3,0.53,0.3,0.86,0.61,0,0.47,6.3,1.1,4.4,16.3,16.4,126,107,0
21.5,2,44,0.4,0.3,1.5,0.49,0.32,0.69,0.49,0.52,0.13,11.4,1.6,1.6,12.9,16.7,96,112,0
23,0,2,0,0,0,0.5,0.3,0.75,0.53,0,0,0,0,0,100,15.3,46,93,0
24,0,5,1,0,1,0.25,0.17,0.75,0.25,0.43,0,13.4,5.8,0,0,13.9,78,102,0
21.5,12.5,72.5,0.5,0.1,2.1,0.46,0.34,0.83,0.54,0.28,0.5,27.6,1.3,0.3,17.3,24.9,108,114,0
23.5,2.5,44.5,0.8,0.3,1.5,0.41,0.39,0.84,0.54,0.57,0.17,17.4,2.4,1.8,14.2,18,107,111,0
23,2.333333333,59.66666667,0.5,0.1,1.2,0.47,0.48,0.91,0.58,0.48,0.24,22.2,1.6,0.5,16.9,24.3,106,115,0
25.625,50.875,64,2,0.6,1.9,0.51,0.38,0.87,0.59,0.35,0.71,28.1,2.7,1.6,11.9,26.5,123,110,1
26.33333333,66,70,1.2,2.1,3.1,0.5,0.3,0.75,0.56,0.01,0.42,26.4,1.9,4.4,19.3,18.7,112,101,1
23,38,66.66666667,0.9,0.1,1.3,0.47,0.4,0.91,0.6,0.61,0.3,8.7,1.6,0.5,8.5,19.6,116,108,0
23,0,8,0.1,0.1,1.1,0.2,0,0.67,0.27,0.17,0.5,9.3,1.8,2.6,0,11.3,88,104,0
23.5,0,2.5,1,0,1,0.33,0.3,1,0.33,0.57,0.29,17.7,6.1,0,20.2,16.2,86,121,0
24,4,36,0.6,0.2,2.3,0.5,0.39,0.75,0.56,1,0.14,18.2,1.2,0.5,20,16.5,101,113,0
28,20,80.66666667,1.2,0.1,2,0.53,0.44,0.75,0.6,0.72,0.15,17.2,2.6,0.5,20.9,13.9,112,106,0
29.75,71.75,71.75,1.1,0.2,1.9,0.49,0.4,0.85,0.56,0.4,0.21,24,1.5,0.5,10.3,26.3,112,112,1
24,0.333333333,42.33333333,0.4,0,0.7,0.46,0.38,0.8,0.52,0.36,0.21,26.9,1.9,0.2,15.5,27.8,102,112,0
27,16,80,0.3,1.4,2,0.48,0.3,0.72,0.55,0,0.58,1.3,0.8,6.7,18.4,8.7,112,103,0
23.5,0,9,0.3,0.2,0.5,0.67,0.25,0.5,0.59,0.25,1,6.3,2.6,3.1,18.8,18.2,117,111,0
23.5,54.83333333,54.83333333,0.9,2.5,3.6,0.54,0.37,0.81,0.59,0.23,0.57,18.4,1.7,7.7,17.9,36,114,104,1
26,3,50.33333333,0.3,0.5,1.9,0.49,0.3,0.84,0.52,0.01,0.19,7.1,1.4,2.7,15.5,16.6,109,108,0
26.5,4.5,29,0.6,0.4,1.8,0.53,0.3,0.48,0.53,0,0.66,7.4,2.4,2.5,23.4,14.3,103,107,0
24,5.666666667,51,0.4,0.4,1.9,0.56,0.34,0.9,0.57,0.29,0.32,10.8,1.5,2.9,17.8,19.9,111,109,0
21,42,58.66666667,0.8,1.6,3.4,0.64,0.4,0.8,0.66,0.24,0.34,11,1.3,4.1,14.3,23.7,124,115,0
23,14.33333333,66.66666667,0.6,2,2.6,0.57,0.3,0.57,0.58,0.01,0.4,10.9,1.2,9.3,17.6,22.6,106,108,0
29.5,0,12.5,0.3,0.1,0.4,0.5,0.31,0.75,0.53,0.61,0.22,3.9,2,1,11,18.5,105,125,0
22,1.666666667,32.66666667,0.4,0.2,0.8,0.6,0.4,1,0.63,0.53,0.24,10.4,1.7,0.8,20.1,18.7,118,111,0
23,0,15,0.5,0.2,0.5,0.73,0.44,0.5,0.71,0.26,0.06,16.7,2,1.6,14.3,10.4,143,110,0
28,0,2,0,0,0,0.5,0,0,0.26,0.33,0.67,15,0,0,0,17.8,67,110,0
23.5,66.125,67.625,2,1.1,2.7,0.48,0.37,0.81,0.54,0.25,0.45,46.9,2.7,2.8,19.2,30.6,111,110,1
23,1.333333333,15.33333333,0.3,0.2,1.6,0.71,1,0.71,0.77,0.08,0.55,32.8,3.4,1.5,21.7,28.8,131,110,0
23.5,2.5,17.5,0.3,0.5,2.6,0.7,0,0.6,0.64,0.08,0.44,5.9,1,3.9,12.8,16.4,132,115,0
22,6.333333333,37,0.3,0.1,1.5,0.5,1,0.83,0.58,0.2,0.23,12.7,1.1,1,15.9,21.1,112,115,0
23,3.333333333,50,0.3,0.1,2.2,0.53,0.3,0.68,0.57,0.02,0.63,5.2,1.2,0.6,16.7,11.4,124,110,0
23,4,41,0.4,0.4,1.5,0.52,0.47,0.79,0.57,0.2,0.25,7.3,1.7,2.3,12.2,21.1,112,106,0
23.5,5,25.5,0.4,0.9,2.3,0.7,0.35,0.5,0.6,0.59,0.36,8.5,3,4.8,17.2,13.8,111,107,0
23.66666667,29.33333333,64.33333333,1,0.4,2.9,0.52,0.31,0.81,0.55,0.26,0.29,8.1,2.3,1.1,11.5,20.2,113,111,0
21,72.66666667,74.33333333,0.4,1.3,3.1,0.57,0.3,0.79,0.62,0,0.51,5,0.8,4.2,17.4,19.1,121,106,0
29.5,0,10.5,0.5,0,1.3,0.73,0.5,0.75,0.74,0.52,0.31,22.6,1.8,0,16.3,29,122,111,0
21,35.33333333,44.66666667,1.6,2.4,2.5,0.52,0.35,0.82,0.54,0.44,0.23,7,3,7.4,14.8,18.3,107,106,0
27,20,67.33333333,0.8,0.3,2.5,0.53,0.38,0.77,0.59,0.27,0.38,13.3,1.7,1.5,15.8,22,106,113,0
21,30,54.33333333,1,0.1,1.2,0.43,0.36,0.83,0.51,0.34,0.3,35.7,1.8,0.4,26.4,24.2,97,114,0
20.5,0,16,1.5,0.2,1,0.41,0.4,0.61,0.49,0.29,0.83,31.9,10.3,2.3,19.6,30.5,96,100,0
24,5.333333333,51.33333333,0.6,1,1.6,0.64,0.33,0.68,0.64,0.18,0.46,16.9,2.1,5.5,20.7,16.4,121,112,0
22,0,10,0.1,0,0.6,0.3,0.2,0.75,0.3,0.5,0,21,0.9,0,9.1,18.1,76,117,0
23,45.33333333,73.33333333,1.1,0.2,2.1,0.5,0.35,0.83,0.53,0.33,0.27,23.8,1.8,0.7,12.6,23.3,107,115,0
23,21.33333333,58.66666667,0.9,0.1,1.7,0.46,0.34,0.87,0.51,0.34,0.23,23.5,2,0.3,15.1,28.1,98,112,0
22,5,42,0.7,0.3,1.1,0.48,0.37,0.78,0.51,0.53,0.14,12.6,2.1,1.6,12.4,25.3,104,107,0
23,6.333333333,52.66666667,0.4,0.7,2.2,0.51,0,0.71,0.53,0.02,0.34,5.2,1.3,3.6,14.3,18.7,109,108,0
25,0,12,0,0,0.4,0.4,0.5,0.82,0.64,0.44,0.61,15.1,0,0,8.1,19.4,130,112,0
23,2,30,1.1,0.1,1,0.57,0.38,0.67,0.59,0.43,0.22,31,2.7,0.6,13.7,15.8,121,113,0
25.33333333,1.666666667,28.66666667,0.5,0.3,1,0.54,0.46,0.8,0.55,0.34,0.36,20.9,1.8,1.8,14.2,23.9,109,114,0
22,1.333333333,21.33333333,0.3,0.7,1.6,0.56,0.3,0.68,0.52,0.2,0.46,7.1,1.1,15.1,18.3,20.5,96,108,0
20,14,57,0.6,0.2,1.6,0.39,0.28,0.8,0.45,0.53,0.24,15.8,1.3,0.7,11.8,21.1,91,117,0
26,0,1,0,0,0,0.5,1,0.75,1.5,1,0,0,0,0,0,10.2,300,123,0
21,5,43,0.5,0.3,1.4,0.51,0.3,0.65,0.54,0,0.43,2.9,1.8,1.8,11.3,14.7,112,108,0
26,1,15.66666667,0.7,0.1,2.5,0.67,0.25,0.91,0.69,0.22,1,40.3,2.4,0.3,27.5,15.6,124,109,0
26,0,3,0,0,1,0.5,0.5,0.75,0.63,0.5,0,19.4,0,0,0,20.3,130,111,0
25,0,3.5,1.6,0.4,1.6,0.5,0.3,0.75,0.5,0.32,0.27,20.8,4.5,1.9,71.4,26.1,76,119,0
23,1.333333333,25,0.6,0.5,1.4,0.75,0.39,0.71,0.55,0.56,0.22,6.9,2.2,3.8,23.3,19.9,117,109,0
23,19.66666667,62.33333333,1,0.6,2.5,0.57,0.4,0.75,0.6,0.68,0.25,8,1.7,1.9,11.1,15.3,116,110,0
25,3.333333333,25.33333333,0.2,1.5,1.2,0.57,0.67,0.3,0.61,0.63,0.33,15.5,0.9,7.7,17.9,15.7,143,109,0
21,21.33333333,58,1,0.7,2.8,0.54,0.32,0.67,0.54,0.47,0.3,14.1,2.4,2.3,15.6,26,102,114,0
29,0,13,0.4,0.1,0.9,0.36,0.36,1,0.46,0.48,0.17,36.4,3.9,2.4,23.9,23.8,116,113,0
22,3,42,0.4,0.4,1.8,0.55,0.35,0.5,0.55,0.16,0.26,13.5,1.6,2.2,10.5,15.3,114,105,0
20.5,40,68,1.2,0.4,2.2,0.53,0.28,0.8,0.55,0.42,0.48,8.9,2.4,1.6,15.3,15.4,108,113,0
22,0,2,0,0,0,0,0.3,0.75,0,0,0,0,0,0,0,42.8,0,119,0
23,39,62,1.5,0.9,2.5,0.5,0.46,0.85,0.57,0.44,0.23,13.2,2.3,2.4,12.9,18.2,112,108,0
20.5,0,19,0.3,0,0.7,0.4,0.17,0.79,0.4,0.27,0.5,19.3,1.8,0,27.1,26.4,73,107,0
20.5,69,74.5,1.6,0.4,2.5,0.47,0.39,0.82,0.53,0.31,0.21,36.5,2.5,0.9,21.9,26.6,104,111,1
22,12.33333333,52.33333333,0.5,0.3,1.3,0.6,0.41,0.83,0.59,0.67,0.34,5.9,1.7,1.6,10.7,14.6,118,113,0
26,6,13,1,0.4,2.3,0.53,0.35,0.6,0.53,0.37,0.08,13.8,2.3,1.7,19.7,12.7,98,112,0
27,3,18,0.7,0.1,0.9,0.46,0.21,0.75,0.4,0.5,0.08,7.7,2.5,0.7,12.3,10,89,108,0
22,14,68,0.4,0.3,0.7,0.5,0.33,0.61,0.52,0.03,0.18,7,1.7,1.6,15,15.4,101,110,0
21,44.33333333,52,0.7,0.5,3.4,0.51,0.3,0.72,0.54,0.08,0.67,19.3,1.2,1.4,20.5,21.4,107,119,0
24,0.666666667,15.66666667,0.4,0.3,1,1,0.3,0.75,0.93,0.47,2,28.3,2.3,2.6,34.7,11.7,131,110,0
23,6.333333333,56,0.5,0.5,1.5,0.54,0.33,0.8,0.54,0.51,0.31,8.8,1.7,3.2,11.7,20.9,110,108,0
26.5,0,4,0.3,0,1.7,0.57,0.3,0.75,0.42,0.5,0.21,18,1.2,0,18.6,22.8,82,116,0
24.33333333,7,37.66666667,0.7,0.7,1.7,0.6,0.33,1,0.59,0.48,0.26,8.1,3.6,3.4,15.3,17.4,114,110,0
25,0,7.333333333,0.2,0.2,0.7,0.6,0.44,0.75,0.6,0.9,0.2,10.5,1.4,2.8,25,22.4,100,115,0
24.66666667,3,40.33333333,0.7,0.7,1.2,0.44,0.34,0.82,0.5,0.46,0.19,16,3,3.3,14.9,19.6,100,107,0
23,19,69,0.4,0.2,1.2,0.55,0.36,0.82,0.56,0.51,0.16,8.1,0.9,0.9,8.4,15.8,117,114,0
23,0,34,0.2,0.3,0.5,0.46,0.35,0.48,0.49,0.33,0.27,10.8,1.3,3.9,8.4,19,100,111,0
21,0,3,1,0,1.7,0.5,0.3,0.75,0.5,0.4,0.29,18.7,12.5,0,16.7,22.1,101,113,0
22,0,9,0,0.1,0.2,0.29,0.6,0.75,0.54,0.42,0,18.6,0,1.8,20,12.7,105,121,0
22,0,1,0,0,0,0.5,0.3,0.75,0.53,0,0,0,0,0,0,0,105,117,0
20,16,54.66666667,1.4,0.5,2.9,0.47,0.38,0.68,0.5,0.26,0.25,15.5,2.1,1.7,15.6,19.8,101,107,0
21,26,53,0.8,1.4,3.3,0.51,0,0.64,0.53,0.01,0.41,13.9,2.4,6.5,18.6,27.2,101,107,0
22,0,16,0,0.1,0.4,0.67,0.2,0.75,0.56,0.29,0,3.8,0,1.1,15,11.9,108,111,0
22,5.333333333,49.33333333,0.7,1.1,2,0.55,0.3,0.84,0.56,0.39,0.42,9.3,1.8,4.2,17.6,19.3,101,110,0
20,0,5,0.4,0.2,0.4,0.75,0,0.5,0.6,0.2,0.4,5.5,3.8,3.8,14.5,11.7,110,103,0
26,0.666666667,15.66666667,0.8,0.2,2.4,0.55,0.47,0.78,0.57,0.5,0.41,28.7,2.1,1.6,25.7,20.6,116,114,0
27,0,1,1,0,1,0.5,0.3,1,0.53,1,2,20.8,8.7,0,0,13.5,140,104,0
21.6,81,81,0.9,1.7,3.8,0.59,0.42,0.86,0.65,0.27,0.34,17.2,1.3,4.3,13.7,28.9,127,110,1
